"affy_hg_u133_plus_2","hgnc_symbol","gene_biotype","GSM1130907_Joo091-HG-U133Plus2.cel.gz","GSM1130908_Joo092-HG-U133Plus2.cel.gz","GSM1130909_Joo093-HG-U133Plus2.cel.gz","GSM1130910_Joo094-HG-U133Plus2.cel.gz","GSM1130911_Joo095-HG-U133Plus2.cel.gz","GSM1130912_Joo096-HG-U133Plus2.cel.gz","GSM1130913_Joo097-HG-U133Plus2.cel.gz","GSM1130914_Joo098-HG-U133Plus2.cel.gz","GSM1130915_Joo099-HG-U133Plus2.cel.gz","GSM1130916_Joo100-HG-U133Plus2.cel.gz","GSM1130917_Joo101-HG-U133Plus2.cel.gz","GSM1130918_Joo102-HG-U133Plus2.cel.gz","GSM1130919_Joo109-HG-U133Plus2.cel.gz","GSM1130920_Joo110-HG-U133Plus2.cel.gz","GSM1130921_Joo111-HG-U133Plus2.cel.gz","GSM1130922_Joo113-HG-U133Plus2.cel.gz","GSM1130923_Joo114-HG-U133Plus2.cel.gz","GSM1130924_Joo115-HG-U133Plus2.cel.gz","GSM1130925_Joo116-HG-U133Plus2.cel.gz","GSM1130926_Joo118-HG-U133Plus2.cel.gz","GSM1130927_Joo119-HG-U133Plus2.cel.gz","GSM1130928_Joo121-HG-U133Plus2.cel.gz","GSM1130929_Joo122-HG-U133Plus2.cel.gz","GSM1130930_Joo123-HG-U133Plus2.cel.gz","GSM1130931_Joo124-HG-U133Plus2.cel.gz","GSM1130932_Joo125-HG-U133Plus2.cel.gz","GSM1130933_Joo126-HG-U133Plus2.cel.gz","GSM1130934_Joo127-HG-U133Plus2.cel.gz","GSM1130935_Joo128-HG-U133Plus2.cel.gz","GSM1130936_Joo129-HG-U133Plus2.cel.gz","GSM1130937_Joo130-HG-U133Plus2.cel.gz","GSM1130938_Joo131-HG-U133Plus2.cel.gz","GSM1130939_Joo132-HG-U133Plus2.cel.gz","GSM1130940_Joo133-HG-U133Plus2.cel.gz","GSM1130941_Joo135-HG-U133Plus2.cel.gz","GSM1130942_Joo137-HG-U133Plus2.cel.gz","GSM1130943_Joo138-HG-U133Plus2.cel.gz","GSM1130944_Joo139-HG-U133Plus2.cel.gz","GSM1130945_Joo140-HG-U133Plus2.cel.gz","GSM1130946_Joo141-HG-U133Plus2.cel.gz","GSM1130947_Joo142-HG-U133Plus2.cel.gz","GSM1130948_Joo143-HG-U133Plus2.cel.gz","GSM1130949_Joo144-HG-U133Plus2.cel.gz","GSM1130950_Joo145-HG-U133Plus2.cel.gz","GSM1130951_Joo146-HG-U133Plus2.cel.gz","GSM1130952_Joo147-HG-U133Plus2.cel.gz","GSM1130953_Joo148-HG-U133Plus2.cel.gz","GSM1130954_Joo149-HG-U133Plus2.cel.gz","GSM1130955_Joo150-HG-U133Plus2.cel.gz","GSM1130956_Joo151-HG-U133Plus2.cel.gz","GSM1130957_Joo152-HG-U133Plus2.cel.gz","GSM1130958_Joo153-HG-U133Plus2.cel.gz","GSM1130959_Joo154-HG-U133Plus2.cel.gz","GSM1130960_Joo155-HG-U133Plus2.cel.gz","GSM1130961_Joo156-HG-U133Plus2.cel.gz","label"
"206891_at","ACTN3","protein_coding",4.05155912291034,4.0258951409113,4.04118791600432,3.8304916100323,3.76520062832572,3.88990556682773,3.66700831495995,4.35166710948329,3.75448346885763,3.89413183393481,4.02312309780504,4.24563541189273,4.29123082967605,3.96406623054776,4.19566533023139,4.262174790784,4.20904814999724,3.89015402300185,3.91872077175601,4.00039533411072,4.2345683234323,4.14275124211225,4.14792745854207,4.28536117281143,4.1308434318887,3.43155766532339,3.88033974772043,3.85536501798474,4.04080656816876,4.08402748684865,4.34043672275815,4.23821090152292,3.82660931400044,4.09511982470865,4.29846055503014,4.2116758750072,4.24052235784832,4.026875353067,3.96939920017459,4.24790761922168,4.05155912291034,4.53845834602804,3.87447893135635,4.23652913709057,3.98908482531886,4.10596186843366,4.26853904521964,3.96157949666516,4.24163965879302,3.72519535517613,4.1240233838744,4.03641784491445,3.7652047809983,3.96825393056595,4.01848341787879,"0"
"213532_at","ADAM17","protein_coding",7.0786928306158,7.08778117931778,6.97765286275674,7.3414822161693,7.06294873263496,7.2254015860345,6.8155837134275,6.70344014849398,7.09531783311781,7.08227429695284,7.22930390895264,6.32038300472151,6.99111810274526,7.05429370682728,6.54639906613671,6.7647123360693,6.64934839743156,7.13699279862806,7.18780942460812,6.42826558645893,7.07448312168459,6.97765286275674,6.95868957554867,6.74535052581289,7.19032602815047,7.29481364237226,7.36240073319138,7.35695023392367,7.41426657122254,7.04374355538231,6.43833217061987,7.09481617969055,6.98205722135214,6.28189810464668,6.55399078246549,6.44336708435534,6.6216048164062,6.89322548587734,7.21045564642078,6.6282272012631,6.63128338764347,6.88056730199035,7.0083175683859,6.57673293494497,6.94694170534595,7.04366837759253,7.29606158411389,6.84453604788925,7.13666268904434,7.19403180886906,7.00713573254906,6.93470226090558,6.93930835819913,6.37896607375027,6.97765286275674,"0"
"205745_x_at","ADAM17","protein_coding",7.07073896126882,7.02708619682839,7.01636713762181,7.04437678139846,6.84161984301483,7.15985489753783,7.14822749107633,6.85089667323982,7.05583291121488,6.8508238196944,7.16203268627321,6.74085864040497,7.42315576220957,7.47112709290889,7.12903956613645,7.26623529660953,6.84115294956564,7.09768797067946,6.88659263410734,6.87734528591196,6.93863296640859,6.75986151002035,7.20832043413241,6.66150332741703,7.63974362877498,7.31164525222723,7.2286357525076,7.46554991616815,7.514008475539,7.71595103669199,7.56414795818592,7.36033262609846,7.11336198483075,6.87557213392912,6.81579792615238,6.83238179435186,6.99790463450828,6.76476103090792,7.63225734245279,7.11799976447117,7.15373223491095,7.39853250354983,7.46905849306953,7.21343641525493,6.78100347450593,7.41036573062829,7.38636643777816,7.37448231319551,6.99889277617947,6.96633798570298,7.36724161146298,6.87647538985576,7.22928598890196,6.74020630866252,7.08146441664242,"0"
"205746_s_at","ADAM17","protein_coding",4.15328472391833,3.44109809880293,3.38652843328079,3.35308955584004,3.51285641430107,3.43628939539252,3.63627686004313,3.89097925084474,3.83589844436063,3.50202252889088,3.65975797372486,3.80853256514289,3.55512066939379,3.71124071265719,4.09077529678708,3.93138766872998,3.60554880566122,3.50543480511011,3.75043898535027,3.78882654699294,3.64339271023317,3.7193780446873,3.55189920233826,3.76326375681538,4.25019180237945,3.64609412108404,3.96126224781508,4.10593058586781,3.83164418398919,4.2633088093197,3.84681894094093,3.51607962969179,3.24692206254714,3.62104184043439,3.39971370922306,3.78980159389208,3.64113562041215,3.77379428360645,4.01424140158772,3.3842767633643,3.7163279816561,3.98627759604402,3.54631754218848,3.52677740080172,3.54122357305743,3.93835656167482,3.98744716454418,3.5660226860996,3.61497636968742,3.22998540207564,4.43712385964544,3.3067231533897,3.4826337834213,3.81535991547695,3.60880759178208,"0"
"221128_at","ADAM19","protein_coding",4.87688934184534,5.11099098552661,5.12749582832938,4.82301030689215,4.73671121719574,4.6636218963035,5.12340273039568,5.59924704499535,4.34989196811258,5.00186356459567,4.45037632483139,5.33626143019776,4.59367528116811,4.4651147112933,5.29993164038608,4.94412534898759,4.83528470591602,4.87886796005048,5.1523313737376,5.37945469083985,5.18161536682802,5.26784695544716,4.77513719049268,5.29534730204419,4.47805264316019,4.83700606931368,4.65781476692213,4.87766761218356,5.09927532977157,4.86594424341373,4.80236541754795,4.84608033772245,4.97857431458813,5.20807989145055,4.97291144716814,4.84965047948286,4.99519772007253,5.15801967222338,4.93422470654353,5.16543486692459,4.80008902162775,5.34197085404879,5.01979303074797,5.21480170841175,4.82163346496484,4.98107053047373,4.48600664311231,4.92347346110393,5.02941700316858,4.78744940589719,4.41957939008369,4.74559223224674,4.90133504420249,5.17714597307973,4.86733734742911,"0"
"209765_at","ADAM19","protein_coding",7.26521722912203,7.23477700911528,7.00725442983023,7.87872441076243,7.84228275264377,7.95021268831774,6.71686051715797,6.52321532838996,7.65754786255076,6.98854243077636,7.23565844479046,6.992521208283,7.19841806746176,7.77326806853986,6.5261615508834,7.20555415504867,7.25752111256715,8.04911830936016,8.0554998422161,7.54329021334666,7.09966390525715,7.14456052845926,7.51693223014947,7.6321036892523,7.5747884511568,7.15515567210168,7.61508937558809,7.95784988409595,7.82978689898047,7.24168041247703,7.65019889161302,7.26126423445883,7.76203390447098,7.55966099938092,7.64370699863603,7.44402315572543,7.8742286679043,6.9822792437915,7.59581739378502,7.08616839644172,7.14268270434215,6.88919329755726,7.13214040019045,7.13022090708489,7.0592390578675,7.17887649589203,7.48159569253659,7.40111404488612,7.17213944746894,6.7842442498831,7.27307252811137,6.9824318664282,7.07332084251757,7.11935639422102,7.05531848996475,"0"
"204498_s_at","ADCY9","protein_coding",3.91481632811032,3.96948491060531,4.13469563996301,4.0211686461744,4.15587335697869,4.48084757397454,4.24303359566355,4.48005006081238,3.93178521499153,4.48171705194673,4.28266647890745,4.39214214866796,4.68000814487198,4.13798186164547,4.37702253725649,3.89934120191438,4.60793937630722,4.03525105442401,4.51600083637659,4.21041579231417,4.06165245362165,4.23853280766765,4.37275069037705,4.69493986939344,4.5011326814553,4.32873328646444,4.09804211093587,4.07573832262397,4.18795003168536,4.07135210150031,4.32722045679252,4.30044607238092,3.88977626343577,4.25964199543377,4.57522510430557,4.535276632629,4.49020483044676,4.28914347259734,4.3855389079689,4.45494756385141,4.3568581363716,4.42670819992616,4.28190384582999,4.0933929016359,4.39117042530795,4.31391944140005,4.32979505630696,4.13128683618336,3.95095048975636,4.00833696961648,4.29835497590076,4.13901151690789,4.28266647890745,4.25964199543377,4.06123040964285,"1"
"204497_at","ADCY9","protein_coding",5.86783288254388,5.78701627071043,5.89934414651153,5.83421722425883,6.46917312297494,5.93109769893853,5.20585496390404,5.55347788618374,5.79930735768417,5.46587979923267,6.03151041109846,5.29636055368283,6.08345491971308,6.34043723045801,5.70796557428106,6.39607083910616,6.16032874894173,5.8684150687583,5.42810897578352,5.84839764365184,5.70061024351855,5.87038361939253,6.23090705192756,5.70832318537648,6.02964614723492,6.36053260188327,5.80094495590912,6.49183854535606,6.00621233578278,6.20119530909064,6.09661893813352,5.53462004439183,5.41561669862744,5.59415075860329,6.17471986970943,5.40576457997784,5.27616703258758,5.79051616778415,5.69533878535517,6.51657568138045,5.48598492844838,5.53458649147339,6.59742056169183,5.57869387831025,6.33587797870214,6.73625919650271,5.77439999915392,5.81012320165662,6.21695322689591,6.36915714708658,6.76316103588453,6.1174687771975,5.91822422376754,5.15017493004316,5.79480569173135,"1"
"215400_x_at","ADCY9","protein_coding",4.60771867571922,4.55212295340963,4.72933653914428,4.6936042676017,4.51206214377424,4.57219933508956,4.74846878397552,4.92074950504155,4.51433578920736,4.70880178604834,4.60089411029347,5.12821499252083,4.46272484626228,4.62721443249999,4.64671913934841,5.20431507832903,4.56990675541624,5.19512748252926,4.83636857752133,5.13532831774659,4.79914772224216,4.99149576829814,4.90100616486107,4.76114233352725,4.50443875372609,4.79914772224216,4.33369214992209,4.4897124785526,4.99489726100365,4.88845438431749,4.6442300452472,4.80637238862433,4.73514446211522,4.89985536738817,5.03123103374009,5.2066400353852,4.88511331994731,4.77838718301337,4.91046691029901,5.06507758367679,5.00949967158379,4.76928691672533,5.11065090754872,5.27264233566092,4.8473761399042,4.51805729396265,4.51346515513154,5.17949395736925,4.68616452793036,4.52270151324791,4.41829696313802,4.9345700570842,4.77017463785247,4.95654317524979,4.84469739372809,"1"
"204694_at","AFP","protein_coding",3.7663661574713,3.81111415941679,4.06371992048987,3.54858751743298,3.90266394264211,3.65575123551131,3.90266394264211,4.47471021983357,3.19665505186513,3.78078716710156,3.77678889146031,4.05472645954749,4.15102499431177,3.51068138428115,4.42125626574319,3.91596107941015,3.90266394264211,3.68908811295053,3.90266394264211,4.26450526915999,3.91320697810814,3.88603761836392,3.94313282230948,3.83905383183576,3.79277955413478,3.58688567101405,3.85776585193775,3.5329385947173,3.66330823350381,4.0615782957981,4.04642598659746,4.13270354405204,3.62801494405343,4.1464753709691,4.3136806890464,3.91167274873386,3.88496368819521,3.93964202441728,3.91167274873386,4.08857632706879,4.11680210891598,3.99966194583491,3.87424869210908,4.41324368332613,4.03361020068629,3.88861089498734,3.71200782871758,3.82330826966939,3.77661751162121,3.67276334424064,3.80422021788877,3.81650307711052,3.60241472668639,4.18310620091827,4.04009058438135,"1"
"210081_at","AGER","protein_coding",4.01530403824406,4.1696125774391,4.10939788711738,3.90225301087965,3.87494307609933,4.10939788711738,4.085705625567,3.91040878187806,4.14423620629665,4.33344567133868,3.69571980792665,4.56801668032264,4.10939788711738,4.11913661357974,4.37914383471711,3.90412461441368,4.15088678546912,3.82293498386729,4.26108211018752,4.52270151324791,3.95242648301962,4.06025359926414,4.27882189687783,4.20049175053002,3.79015517379726,3.69300810799336,3.93494446528435,3.98605544103982,4.06501323159599,4.29738055923247,4.10939788711738,4.23730294309933,3.79018040781381,4.1684555264274,4.40904863351607,4.48292131070239,4.6667821512723,4.32231492232669,4.04186426525394,3.88372388416018,4.04898789719885,4.03696360413731,4.43808110623937,4.22366497946953,4.29792567429164,4.25923572514526,4.43550859302198,4.14305540579234,3.80924396638497,3.80762482816486,4.0040996083529,4.51677514995265,4.08937600969034,4.22854728481075,3.53434152930267,"0"
"217046_s_at","AGER","protein_coding",5.24676339467493,4.94625326316639,5.16376182134904,4.85664146957643,5.43224120201874,5.24996417547741,5.41979071571973,5.9439363056938,5.20154173544088,5.5506847048031,5.39689687069741,5.86723686681535,5.24595056267046,5.23595083150636,5.38496929813861,5.59022059839338,5.46999111301859,5.18529034556197,5.42213148519821,5.13123457756188,5.19306535387468,5.46345635089199,5.29648583766392,5.45267306505338,4.83088061229694,4.68912629562644,4.95911235001911,4.94281346098303,5.25738932130534,5.48535070243922,5.41935559887508,5.13431567999491,5.08906941379344,5.32538087223957,5.69867463021094,5.47971709729676,5.29975585014332,5.14074678797185,5.73306549123592,5.36364794956733,5.50169306964048,5.64621844887343,4.95687829156943,5.55214108764157,5.22922090231832,5.43519911803675,5.33305216402391,5.26832720710152,5.41841845997561,5.17618808450029,5.18048059347558,5.14838474411724,5.49510521479305,5.88805161205952,5.01011264017894,"0"
"243304_at","AGO2","protein_coding",4.41364058253673,4.46146168850666,4.52883875272194,4.74439465579251,4.56463029128707,4.61860712440706,4.64281372861818,4.69623827195202,4.45543897661458,4.8368302150369,4.71015606915301,4.38358627137167,4.49295290148695,4.49817570317717,4.9259493964657,4.56909958560119,4.45856059936139,5.13457744472486,4.38226509681094,4.59426765986828,4.55156899361495,4.37352799010073,4.26481507730945,4.59501910707847,4.56333946707854,4.2685327255761,4.68846819028736,4.45310434700391,4.45578273547016,4.42634996849441,4.19605791060216,4.09259875868161,4.35204772987544,4.21096474449238,4.28029786756429,4.48459496471934,4.71072742386978,4.39297034189438,4.66119676911298,4.73828930791429,4.45957688170305,4.37856608684162,4.76413065410492,4.70476971574723,4.50368887102343,4.38626109710456,4.93108345206512,4.62269309786816,4.38345573260262,4.01473898709504,4.68846819028736,4.50368887102343,4.41644579169045,4.64181912403388,4.29732465059518,"0"
